edad,sueldo,experiencia,a�os_empleo,etiqueta,pais
46,83551,9,2,C,Peru
35,27449,8,7,B,Mexico
51,72870,2,8,A,Peru
50,40375,13,1,C,Urugay
59,64817,8,1,A,Urugay
31,65300,14,7,B,Mexico
47,65107,6,8,C,Urugay
57,79803,8,3,B,Mexico
20,73787,4,1,A,Mexico
52,57419,1,4,C,Argentina
38,44460,9,1,C,Urugay
61,66696,1,3,A,Canada
32,64860,2,6,B,Canada
48,91953,1,5,A,Argentina
50,59737,8,5,C,Mexico
50,69928,8,7,A,Canada
21,48201,11,7,C,Urugay
32,98398,11,6,B,Peru
27,80682,9,7,B,Argentina
59,86560,6,4,C,Urugay
51,43568,1,2,C,Estados Unidos
37,27496,4,3,B,Canada
21,70844,7,9,A,Canada
45,90437,2,7,A,Argentina
54,79962,10,6,C,Argentina
43,26690,10,9,C,Argentina
47,38669,13,6,A,Urugay
55,36850,10,3,B,Peru
52,37940,12,7,C,Peru
57,81590,8,1,B,Canada
32,78032,4,4,B,Urugay
56,63063,10,7,C,Peru
36,32369,2,7,A,Canada
44,60193,9,1,C,Peru
23,29578,5,4,C,Argentina
56,47834,1,6,B,Mexico
49,81651,9,5,B,Mexico
55,61630,4,5,B,Argentina
30,35619,14,7,C,Estados Unidos
48,79169,2,9,A,Argentina
34,25723,4,9,A,Urugay
59,70828,8,3,A,Peru
55,98776,13,6,C,Peru
48,88720,12,5,C,Urugay
55,90830,7,8,C,Peru
21,28475,14,6,C,Peru
45,36331,3,5,B,Urugay
51,45842,4,4,A,Peru
28,27664,14,7,A,Urugay
55,51774,2,7,C,Peru
32,96436,14,1,C,Canada
31,46778,4,2,A,Urugay
48,96721,1,1,A,Mexico
52,88807,3,7,C,Canada
47,43198,9,4,A,Argentina
34,73970,3,9,A,Canada
48,63680,10,3,A,Estados Unidos
58,83293,11,1,B,Canada
27,98880,6,4,B,Urugay
41,52191,1,4,C,Canada
56,96216,6,2,C,Estados Unidos
53,27627,8,1,B,Mexico
37,26310,3,2,A,Urugay
64,84091,6,7,A,Estados Unidos
22,33766,4,7,B,Canada
23,44907,9,9,A,Peru
25,58105,10,6,B,Mexico
56,44423,10,1,C,Peru
32,95126,5,6,A,Peru
31,60007,9,2,C,Estados Unidos
52,54933,14,4,B,Mexico
32,93660,14,5,A,Peru
39,93728,5,8,C,Mexico
48,75538,10,3,B,Argentina
63,49595,8,7,A,Estados Unidos
30,93508,12,7,B,Peru
44,60904,10,7,A,Estados Unidos
42,62821,8,8,B,Estados Unidos
49,98642,6,2,A,Peru
21,88646,12,2,C,Peru
31,44864,3,4,A,Peru
24,63537,14,5,C,Peru
50,92249,12,4,A,Canada
23,54654,6,5,A,Peru
43,51829,12,2,A,Mexico
44,92068,4,2,B,Canada
38,25136,10,6,C,Urugay
54,75092,12,2,C,Estados Unidos
31,93139,11,3,B,Mexico
26,92061,10,4,C,Estados Unidos
57,29218,1,6,A,Estados Unidos
21,50607,9,3,C,Estados Unidos
38,28067,2,7,C,Mexico
47,99462,13,7,C,Estados Unidos
54,98671,13,7,C,Peru
48,71857,8,6,A,Argentina
32,44849,7,2,C,Peru
59,78232,13,7,C,Canada
62,33271,7,9,C,Urugay
22,36955,12,7,B,Canada
30,28067,14,8,A,Estados Unidos
46,64197,11,9,C,Mexico
61,84800,2,2,C,Peru
57,73145,2,6,A,Peru
61,48329,7,5,C,Canada
34,70821,8,5,C,Mexico
31,61242,10,2,B,Argentina
35,28963,13,2,B,Urugay
60,29370,14,3,C,Canada
62,38983,4,1,B,Urugay
32,29473,14,3,B,Urugay
36,25071,5,7,C,Canada
60,87368,11,4,A,Estados Unidos
42,66322,5,5,C,Canada
30,94633,4,8,A,Argentina
35,78071,5,2,C,Canada
59,25682,6,1,C,Peru
51,56817,2,2,B,Urugay
63,93909,2,2,C,Estados Unidos
59,60887,11,2,B,Peru
36,41045,2,1,A,Urugay
24,36055,14,7,B,Canada
25,35787,11,5,C,Peru
60,35510,7,6,B,Urugay
38,82026,1,4,B,Urugay
38,44785,3,4,A,Urugay
54,26744,6,5,C,Canada
61,55562,11,6,A,Urugay
21,46242,9,3,A,Urugay
33,39861,8,7,B,Argentina
62,35668,2,3,C,Peru
22,27325,8,7,A,Peru
23,58513,12,6,C,Canada
32,99314,3,4,A,Urugay
61,90941,12,9,C,Peru
52,42185,11,3,B,Canada
53,62147,14,1,B,Argentina
57,41651,14,3,B,Urugay
53,53392,5,1,C,Urugay
52,76214,4,4,C,Estados Unidos
62,64388,2,5,A,Argentina
54,54852,5,7,A,Mexico
34,45089,12,2,A,Estados Unidos
40,43819,7,6,A,Estados Unidos
55,54041,8,7,B,Urugay
36,62220,4,9,A,Argentina
31,88481,10,5,B,Mexico
28,60869,9,4,A,Peru
55,41736,2,3,C,Urugay
36,72548,11,5,C,Urugay
52,77312,6,8,B,Peru
61,78127,2,5,A,Peru
21,28715,2,5,C,Peru
32,58246,6,9,C,Peru
41,85393,12,8,B,Estados Unidos
54,60843,2,2,B,Estados Unidos
48,53483,9,8,B,Canada
43,78020,12,1,B,Mexico
60,95221,9,4,C,Peru
23,89862,7,5,A,Peru
37,81846,4,4,B,Mexico
25,46276,5,6,C,Mexico
64,62572,13,2,A,Estados Unidos
62,71882,8,9,C,Peru
36,30873,13,3,C,Argentina
41,74547,1,7,C,Argentina
31,33698,12,8,C,Mexico
59,96841,12,6,B,Mexico
23,33334,4,1,B,Estados Unidos
26,93604,3,8,B,Urugay
61,43390,12,2,C,Peru
59,99961,2,7,C,Argentina
64,26620,1,6,A,Mexico
20,86391,2,3,C,Urugay
62,61859,10,1,A,Estados Unidos
30,72315,11,8,A,Argentina
51,62577,8,8,A,Canada
58,73881,14,8,A,Mexico
54,42926,3,5,A,Estados Unidos
23,32468,12,2,A,Mexico
32,76053,11,3,B,Canada
57,81733,7,7,B,Mexico
62,61153,6,4,B,Canada
62,62131,6,1,B,Peru
31,81173,8,1,C,Mexico
54,63478,3,7,B,Peru
45,82155,1,6,A,Argentina
63,86347,1,2,A,Argentina
55,75002,14,8,C,Urugay
38,42045,7,2,C,Argentina
61,80458,4,9,A,Estados Unidos
35,60472,10,8,B,Argentina
32,29928,8,8,C,Estados Unidos
64,60398,11,2,C,Canada
24,52133,4,1,B,Argentina
33,49758,3,5,A,Argentina
38,40787,13,4,B,Argentina
63,78040,13,1,B,Urugay
48,64503,9,5,A,Urugay
48,76154,13,4,C,Canada
38,33028,8,2,C,Estados Unidos
62,96749,12,2,A,Peru
54,86765,3,3,C,Canada
25,87764,12,6,C,Urugay
64,62565,4,1,B,Estados Unidos
49,92757,3,3,C,Urugay
20,78393,8,7,C,Peru
59,81884,8,4,B,Urugay
38,36262,10,7,A,Estados Unidos
61,90336,14,5,C,Argentina
60,46095,10,4,B,Mexico
46,45180,4,8,C,Urugay
45,62236,12,3,A,Urugay
53,42536,8,5,B,Peru
26,64414,12,4,C,Peru
59,34478,4,9,B,Argentina
27,84484,2,2,C,Mexico
56,85863,14,7,B,Urugay
64,99304,10,3,A,Estados Unidos
32,97602,2,1,A,Estados Unidos
29,29066,1,2,B,Mexico
26,73236,9,4,B,Estados Unidos
62,56715,10,4,A,Argentina
23,67533,7,5,A,Estados Unidos
32,68309,11,8,A,Argentina
59,57961,9,9,B,Urugay
50,91835,4,8,B,Canada
37,34994,2,1,B,Canada
29,64038,4,4,C,Peru
20,83344,1,3,C,Mexico
41,33561,10,9,B,Argentina
27,75052,7,6,B,Canada
53,64609,2,4,C,Peru
35,63267,12,9,B,Canada
28,25813,9,2,A,Estados Unidos
40,47814,5,2,C,Urugay
46,73061,12,6,B,Argentina
26,39786,3,3,A,Peru
62,59762,5,1,A,Argentina
54,56029,14,3,C,Argentina
44,66021,7,5,C,Urugay
29,47568,3,8,A,Peru
26,76095,5,2,A,Estados Unidos
29,67919,1,3,A,Urugay
63,96708,10,7,A,Estados Unidos
23,54024,10,7,A,Argentina
34,46732,12,8,C,Estados Unidos
44,90587,13,2,C,Peru
40,66585,7,9,A,Urugay
41,43692,2,3,B,Urugay
40,53216,12,1,C,Estados Unidos
50,78766,3,4,C,Argentina
40,83541,13,4,B,Mexico
27,55642,11,8,C,Argentina
30,53799,11,2,C,Canada
29,55179,10,3,B,Argentina
41,66381,12,8,A,Estados Unidos
58,91016,1,7,A,Urugay
28,43736,13,1,A,Canada
60,48250,7,2,C,Peru
47,77726,3,6,B,Canada
23,59976,12,2,B,Mexico
41,41954,13,5,B,Canada
28,63033,11,2,A,Mexico
50,60586,6,1,C,Mexico
28,44041,2,7,C,Peru
21,60733,2,8,C,Argentina
56,39791,7,5,B,Peru
48,26668,3,6,B,Argentina
23,77045,2,2,A,Urugay
64,39782,3,6,C,Mexico
32,76829,11,4,B,Urugay
47,73379,8,6,A,Canada
33,80478,13,9,A,Canada
54,61741,12,6,A,Estados Unidos
27,57111,14,4,A,Peru
27,67551,14,3,A,Peru
47,83274,12,1,C,Mexico
51,56059,6,8,A,Urugay
37,33356,9,9,C,Argentina
57,92127,1,8,B,Mexico
22,33364,8,7,B,Canada
33,99257,4,8,C,Estados Unidos
48,74447,4,6,A,Peru
44,63679,5,3,B,Canada
56,87939,1,1,A,Mexico
58,35308,8,1,B,Estados Unidos
52,67415,13,4,B,Argentina
64,53978,3,2,C,Peru
50,94706,4,9,C,Urugay
46,48385,8,1,C,Urugay
64,74281,6,8,A,Mexico
22,66800,10,7,B,Estados Unidos
36,49242,14,2,B,Argentina
49,51222,7,7,B,Urugay
59,84660,5,4,B,Canada
40,71507,10,7,A,Peru
47,61681,2,1,C,Peru
46,59915,2,9,B,Mexico
27,26809,11,9,B,Canada
57,95521,4,1,B,Canada
29,35074,10,2,A,Peru
59,50503,14,5,A,Argentina
42,68715,10,4,A,Peru
46,71390,11,6,A,Argentina
22,70602,3,6,A,Mexico
64,59477,14,1,C,Estados Unidos
56,40271,14,2,C,Mexico
48,51563,5,2,C,Peru
60,97303,9,6,C,Urugay
52,79612,9,4,C,Urugay
36,55116,3,8,A,Argentina
37,70643,10,6,A,Canada
24,56174,5,6,A,Canada
23,70340,5,7,A,Estados Unidos
22,45585,11,7,C,Estados Unidos
61,62652,9,1,B,Canada
45,94862,1,4,C,Mexico
47,46182,14,9,A,Argentina
27,34535,13,5,C,Estados Unidos
52,64363,14,9,C,Urugay
57,87829,2,3,B,Estados Unidos
46,53259,9,2,C,Estados Unidos
38,93727,2,6,C,Estados Unidos
22,57936,13,4,B,Canada
56,65777,1,2,B,Argentina
33,31663,7,9,A,Argentina
27,96986,7,6,B,Urugay
61,44158,4,5,C,Mexico
58,44463,5,3,B,Canada
36,48924,14,6,A,Peru
20,35498,5,2,B,Urugay
51,33119,12,5,B,Canada
55,55208,3,9,B,Canada
51,39832,12,4,B,Mexico
24,94946,6,2,C,Mexico
39,38368,13,6,C,Peru
50,81866,1,7,C,Estados Unidos
48,48140,4,7,C,Peru
37,58503,8,9,A,Mexico
62,54530,1,3,C,Estados Unidos
56,52723,14,7,C,Urugay
48,73135,2,4,C,Estados Unidos
34,33071,6,8,C,Urugay
62,62646,4,4,B,Estados Unidos
53,96366,5,6,C,Urugay
41,48639,6,2,A,Canada
37,75555,14,3,A,Estados Unidos
20,94230,7,7,C,Urugay
30,61061,2,4,A,Mexico
20,48516,13,2,B,Peru
59,80400,2,8,B,Canada
32,92859,12,9,A,Mexico
21,36120,13,6,A,Estados Unidos
37,64658,7,7,A,Peru
21,64879,8,1,C,Argentina
63,87621,5,4,C,Argentina
20,30808,5,5,C,Canada
48,27979,3,5,C,Canada
48,99227,3,8,C,Argentina
33,30419,1,1,B,Mexico
39,56736,12,3,A,Urugay
35,25552,12,4,A,Mexico
41,80968,6,7,A,Mexico
45,54602,5,1,C,Urugay
40,68914,2,8,A,Canada
57,71443,13,3,B,Mexico
29,45047,2,3,C,Urugay
64,32730,14,4,C,Urugay
55,64394,9,9,A,Urugay
34,57219,14,1,B,Argentina
61,80154,11,7,A,Estados Unidos
24,61329,6,5,A,Estados Unidos
32,34986,2,5,A,Argentina
63,38925,14,2,C,Canada
60,72620,13,8,C,Urugay
32,31346,12,7,C,Estados Unidos
44,56185,3,3,B,Estados Unidos
51,96395,4,2,B,Mexico
64,48071,7,3,B,Urugay
53,47426,13,7,B,Estados Unidos
37,46288,3,8,C,Mexico
31,30225,12,1,A,Mexico
59,64235,7,4,B,Argentina
50,87520,2,8,C,Estados Unidos
61,89247,12,8,B,Mexico
26,46594,3,6,B,Mexico
43,33132,9,6,B,Mexico
52,66704,8,5,C,Mexico
24,54114,10,7,C,Mexico
47,98296,11,9,B,Canada
29,35701,14,8,A,Estados Unidos
23,74727,11,8,C,Argentina
52,40494,8,8,B,Mexico
35,51659,4,7,A,Canada
32,34743,11,2,A,Urugay
20,49316,12,5,A,Canada
41,65669,3,8,B,Estados Unidos
24,31175,1,6,B,Estados Unidos
38,85430,3,8,C,Estados Unidos
59,59645,2,4,B,Peru
48,57782,13,1,A,Argentina
28,84786,5,8,A,Canada
22,51659,6,7,A,Estados Unidos
46,26896,7,3,A,Estados Unidos
33,41253,13,9,A,Urugay
39,32304,10,6,C,Argentina
46,82810,9,1,C,Canada
58,25664,11,4,C,Peru
64,53213,7,8,C,Mexico
21,31883,12,7,A,Estados Unidos
47,89086,11,9,C,Urugay
39,55761,12,5,C,Peru
23,67036,6,2,B,Urugay
64,37311,14,3,B,Canada
38,39150,7,8,B,Argentina
55,58895,11,9,C,Mexico
21,73452,7,5,A,Argentina
53,42086,9,4,C,Estados Unidos
43,38899,10,3,B,Mexico
24,92435,6,2,B,Argentina
24,86013,11,3,C,Canada
44,93650,13,7,A,Canada
25,86702,1,7,B,Estados Unidos
45,71707,9,6,C,Estados Unidos
34,51721,4,8,A,Peru
49,55513,12,9,A,Estados Unidos
23,37741,5,7,A,Peru
21,51595,2,6,A,Mexico
42,73655,13,1,C,Peru
56,83657,7,6,C,Mexico
41,83880,11,1,A,Urugay
38,30438,13,3,B,Canada
60,49899,13,8,B,Urugay
28,29255,5,9,B,Canada
27,61833,12,5,A,Peru
53,29400,13,8,C,Argentina
41,53984,13,2,C,Mexico
22,65189,9,5,A,Estados Unidos
41,60018,6,5,A,Canada
32,89519,9,3,A,Peru
52,96186,6,3,C,Estados Unidos
30,68353,12,3,B,Peru
50,81572,5,7,B,Mexico
26,89326,13,2,A,Argentina
59,71383,3,6,B,Mexico
43,82136,7,9,C,Canada
62,77329,11,9,B,Estados Unidos
20,25920,4,2,C,Canada
48,89927,11,9,B,Argentina
40,83212,12,7,C,Canada
24,39977,9,3,C,Mexico
20,75356,3,6,A,Urugay
27,59718,1,6,C,Canada
45,41822,3,6,C,Peru
38,60685,13,1,B,Argentina
48,39349,11,9,C,Estados Unidos
29,66883,12,9,B,Canada
30,65301,1,2,B,Argentina
59,45082,5,2,A,Urugay
42,47622,11,7,A,Urugay
26,63244,7,1,A,Canada
39,72661,13,3,A,Urugay
59,45557,4,1,B,Peru
42,79107,7,6,A,Argentina
34,58830,10,5,A,Mexico
47,62504,7,4,B,Canada
23,37614,13,7,B,Argentina
47,88322,13,4,B,Argentina
52,59920,1,5,B,Mexico
43,41549,3,2,C,Urugay
23,65405,11,4,A,Estados Unidos
62,49331,12,2,C,Estados Unidos
41,60442,14,3,B,Peru
33,82815,13,4,A,Urugay
61,75228,2,7,A,Argentina
45,40046,8,6,C,Estados Unidos
49,73866,12,4,B,Canada
28,89923,13,2,B,Mexico
23,40165,9,2,C,Mexico
30,26292,1,7,C,Peru
40,73694,10,1,A,Argentina
62,48421,11,6,C,Estados Unidos
35,86971,5,5,C,Urugay
57,28832,3,1,C,Argentina
64,97061,3,7,A,Canada
27,45881,13,5,B,Peru
47,32225,14,9,A,Urugay
48,99858,3,2,B,Mexico
53,86076,8,2,B,Canada
23,54204,11,2,B,Peru
28,65815,6,3,B,Peru
49,49104,9,7,A,Estados Unidos
55,42934,4,7,B,Argentina
24,69626,1,2,B,Argentina
25,29912,14,8,C,Estados Unidos
54,96854,10,2,B,Mexico
56,35849,2,4,A,Estados Unidos
32,54174,8,8,A,Peru
20,91580,4,8,B,Peru
20,26847,12,9,B,Argentina
41,58697,3,9,B,Estados Unidos
39,45287,9,3,B,Mexico
34,62798,2,8,C,Urugay
64,70839,14,7,B,Estados Unidos
60,51349,4,7,C,Peru
35,75704,3,6,B,Argentina
40,64170,13,1,A,Urugay
36,64403,10,6,A,Argentina
20,32079,10,3,C,Argentina
25,25325,13,1,A,Mexico
40,78169,3,2,A,Argentina
43,78223,10,4,A,Estados Unidos
37,43387,13,1,B,Urugay
39,57791,4,3,A,Mexico
60,99432,5,8,B,Argentina
54,41821,12,4,C,Peru
58,73113,8,3,B,Argentina
30,63887,11,9,A,Peru
54,83493,6,3,C,Estados Unidos
31,34014,3,2,A,Estados Unidos
47,55116,10,3,B,Canada
41,30428,1,1,C,Mexico
45,98750,14,4,B,Argentina
45,59506,1,8,B,Mexico
36,54036,5,7,A,Argentina
27,83402,8,3,B,Urugay
30,36621,2,4,B,Estados Unidos
32,86464,5,9,A,Urugay
48,91740,6,2,B,Estados Unidos
23,37344,5,1,A,Peru
45,84745,2,7,C,Urugay
38,41483,8,5,A,Argentina
21,88271,1,6,A,Estados Unidos
38,67682,5,9,A,Peru
60,42212,14,4,B,Urugay
49,74100,2,1,A,Canada
27,42414,8,9,C,Canada
52,28759,2,6,C,Canada
53,71669,12,9,B,Mexico
24,82216,3,3,A,Peru
33,93957,5,3,A,Argentina
38,82287,10,3,A,Argentina
63,71237,8,7,B,Urugay
51,79501,9,6,B,Argentina
48,42899,12,5,C,Mexico
64,65955,14,8,A,Canada
56,92842,8,3,C,Urugay
27,90384,14,1,C,Estados Unidos
34,58320,1,7,A,Argentina
34,83775,4,2,B,Estados Unidos
30,79260,10,1,C,Canada
36,54329,5,6,C,Mexico
46,63322,11,7,B,Peru
45,52613,5,4,B,Argentina
23,95653,12,8,B,Urugay
52,36030,11,4,A,Canada
43,74374,9,7,A,Mexico
61,74678,14,3,A,Urugay
61,71049,14,3,B,Urugay
22,62639,13,9,B,Argentina
58,76157,12,8,A,Estados Unidos
36,96639,5,3,C,Urugay
23,31379,11,6,C,Peru
28,76231,13,1,A,Argentina
45,43795,14,7,B,Urugay
30,75192,5,9,B,Peru
30,61235,8,2,C,Estados Unidos
61,54422,8,4,B,Urugay
54,85698,3,1,A,Estados Unidos
38,46466,3,8,C,Estados Unidos
26,91652,7,2,C,Argentina
37,61061,1,5,C,Peru
40,51257,12,7,A,Canada
38,64297,13,1,C,Estados Unidos
63,73320,2,9,A,Argentina
40,39025,14,2,C,Estados Unidos
23,39810,6,4,C,Peru
20,98372,10,7,B,Estados Unidos
43,38994,9,2,C,Argentina
49,29022,8,9,A,Urugay
59,62867,13,2,A,Argentina
25,41967,10,2,C,Argentina
20,64991,14,3,B,Urugay
20,92483,9,2,C,Urugay
63,92716,2,1,A,Estados Unidos
22,75487,4,1,B,Urugay
63,99023,12,6,B,Peru
20,55806,4,9,C,Peru
29,86834,12,5,C,Urugay
25,38132,9,7,C,Estados Unidos
36,25717,9,2,A,Argentina
20,60165,8,9,A,Canada
52,41145,12,6,B,Urugay
41,98652,10,4,B,Urugay
38,58074,14,7,A,Urugay
50,57362,11,9,B,Urugay
39,88095,14,1,A,Peru
49,74427,7,4,A,Canada
24,69200,5,2,A,Estados Unidos
37,90292,14,1,C,Estados Unidos
30,28441,11,1,C,Canada
49,41388,14,9,C,Mexico
22,68082,6,5,B,Canada
59,43890,13,1,A,Peru
53,75258,14,8,A,Urugay
30,78616,6,5,A,Mexico
37,77380,11,3,B,Estados Unidos
32,43193,13,4,C,Urugay
37,25429,7,9,C,Urugay
63,79371,5,5,A,Canada
26,91317,1,8,C,Estados Unidos
47,74214,9,2,C,Urugay
60,70375,5,6,C,Urugay
25,35989,8,8,B,Urugay
32,55598,1,7,A,Argentina
20,38308,13,1,C,Estados Unidos
51,87070,2,8,B,Argentina
36,54309,10,8,C,Argentina
61,43726,6,7,B,Peru
43,35513,13,3,A,Mexico
58,73479,3,5,C,Canada
57,42477,3,7,B,Urugay
33,97365,13,1,A,Canada
31,36007,8,2,C,Canada
50,40157,6,2,A,Canada
61,44269,13,3,A,Urugay
38,98130,13,7,C,Peru
21,33177,10,7,B,Peru
38,73061,13,1,C,Argentina
35,42891,7,9,A,Urugay
47,80649,14,2,A,Estados Unidos
33,57697,3,4,C,Peru
23,59651,2,7,A,Canada
24,46435,12,3,B,Argentina
50,28553,1,9,C,Estados Unidos
23,64442,13,3,C,Estados Unidos
60,92740,11,7,B,Peru
25,87804,7,1,C,Canada
34,47189,1,4,B,Mexico
52,30902,11,9,C,Peru
43,96809,3,9,B,Mexico
48,72638,8,2,C,Estados Unidos
37,55548,8,9,C,Peru
44,66442,8,4,A,Peru
47,89523,1,5,B,Urugay
59,86891,8,4,B,Mexico
40,67144,8,6,B,Canada
57,68319,12,2,C,Argentina
55,26897,3,6,B,Peru
63,30125,5,9,A,Estados Unidos
49,61567,12,1,B,Urugay
21,72833,1,6,C,Mexico
39,32593,11,7,B,Mexico
27,50786,6,9,A,Mexico
52,91225,9,6,A,Canada
44,27694,5,2,B,Estados Unidos
31,40925,12,4,C,Mexico
57,68533,12,6,B,Argentina
47,28167,6,3,C,Canada
52,87155,4,6,A,Urugay
55,64170,6,7,C,Argentina
55,32308,6,7,A,Peru
53,35290,2,3,C,Argentina
21,39757,11,8,C,Argentina
51,64506,3,6,B,Mexico
46,75187,13,5,B,Argentina
22,30915,3,9,A,Mexico
34,83046,13,2,B,Mexico
47,69499,10,3,C,Estados Unidos
50,80538,10,8,A,Estados Unidos
25,59523,5,7,A,Mexico
39,47801,6,6,C,Estados Unidos
33,71398,7,7,A,Peru
57,63271,1,9,C,Peru
20,32558,12,6,C,Canada
22,49297,6,2,C,Urugay
61,93557,7,8,C,Peru
38,90762,4,9,B,Canada
61,32762,12,5,C,Canada
35,44718,12,2,B,Mexico
54,38544,14,5,A,Canada
57,63413,12,1,A,Argentina
49,85426,9,8,B,Urugay
33,66177,4,9,A,Argentina
50,78063,14,4,C,Argentina
20,25064,6,5,B,Estados Unidos
61,57842,1,7,A,Mexico
26,89709,1,4,C,Mexico
20,73819,8,3,A,Estados Unidos
61,42981,5,9,A,Peru
63,67478,12,6,B,Canada
35,93327,4,4,C,Estados Unidos
40,81684,8,3,C,Estados Unidos
23,53810,3,6,B,Urugay
58,57072,4,8,B,Peru
40,30421,11,1,A,Mexico
42,31934,9,1,B,Estados Unidos
23,56697,12,6,B,Canada
42,70319,7,5,C,Mexico
57,46685,8,5,C,Canada
21,97572,6,8,A,Estados Unidos
50,82016,8,1,A,Peru
60,67652,12,2,C,Canada
32,69983,10,2,A,Estados Unidos
23,73784,4,1,B,Mexico
26,25400,6,7,A,Peru
21,70503,1,2,A,Argentina
64,81551,12,2,A,Argentina
44,99552,10,6,C,Urugay
41,39903,14,5,A,Peru
64,79635,2,4,B,Peru
42,79388,13,2,A,Mexico
54,69753,6,5,A,Estados Unidos
55,97821,6,9,A,Estados Unidos
26,80594,8,4,B,Mexico
24,77468,1,5,C,Estados Unidos
58,32560,5,3,C,Urugay
51,57247,11,5,C,Argentina
52,76283,14,3,A,Mexico
49,31885,10,5,B,Estados Unidos
34,49756,5,2,A,Canada
22,86347,9,4,C,Peru
40,79306,10,6,B,Peru
59,82079,1,6,A,Estados Unidos
41,50846,5,3,B,Peru
47,45375,8,4,B,Argentina
38,68663,4,2,B,Urugay
38,64042,8,2,C,Urugay
52,36160,10,4,A,Peru
35,86693,13,6,C,Canada
54,25669,4,9,C,Mexico
28,69597,11,4,A,Estados Unidos
33,95565,9,1,C,Mexico
51,88336,1,9,B,Argentina
63,93437,8,3,B,Canada
41,50219,4,4,B,Urugay
44,81119,9,9,A,Peru
37,65146,6,8,A,Peru
23,95251,2,3,A,Canada
54,87820,6,6,C,Urugay
45,75791,12,5,B,Canada
39,61578,5,6,B,Argentina
62,75133,2,6,C,Urugay
27,85695,12,4,A,Argentina
56,81038,7,3,A,Canada
60,47271,6,2,C,Estados Unidos
35,92073,5,6,B,Argentina
36,81447,7,9,B,Canada
25,79146,1,2,B,Urugay
26,66284,4,8,C,Canada
25,30649,10,6,C,Canada
41,52013,1,4,C,Canada
31,42974,7,6,B,Argentina
24,54663,9,1,B,Estados Unidos
42,30498,1,2,C,Estados Unidos
34,61417,6,9,A,Urugay
53,82462,2,9,A,Argentina
32,75715,2,1,A,Estados Unidos
50,91585,5,7,B,Peru
57,68406,3,3,B,Argentina
22,64581,14,8,A,Mexico
26,37795,6,2,C,Mexico
60,54687,12,9,A,Canada
30,78919,7,5,C,Urugay
50,35999,12,1,C,Urugay
28,26811,3,7,B,Peru
20,36774,10,5,A,Canada
46,26932,14,6,A,Argentina
61,63392,10,4,B,Argentina
54,93592,6,3,C,Mexico
27,71084,6,2,C,Mexico
48,44884,4,6,A,Argentina
57,32195,14,8,B,Argentina
48,26158,10,1,B,Canada
37,79525,2,8,B,Peru
38,93113,8,3,A,Peru
32,40563,7,8,A,Estados Unidos
34,33096,6,9,B,Peru
34,65765,6,6,B,Canada
35,52450,2,9,A,Estados Unidos
33,44256,5,9,C,Argentina
30,48239,6,9,C,Mexico
54,80163,13,5,A,Estados Unidos
33,26825,12,7,A,Canada
43,54037,3,3,B,Mexico
30,99307,5,9,C,Estados Unidos
37,83698,7,6,C,Mexico
45,49959,6,7,B,Urugay
50,53984,11,4,A,Mexico
41,84093,12,6,B,Mexico
34,61273,3,2,B,Argentina
50,26639,7,2,B,Argentina
23,97092,11,8,C,Peru
37,93800,13,7,A,Canada
51,72246,5,4,C,Mexico
36,91634,4,2,C,Estados Unidos
54,74727,7,9,B,Mexico
40,33437,4,4,B,Argentina
38,35550,4,7,C,Urugay
34,91976,13,2,B,Urugay
23,43339,8,4,C,Mexico
34,90131,2,5,B,Urugay
38,55119,6,1,B,Urugay
34,87317,11,1,C,Peru
57,53902,9,2,C,Estados Unidos
48,73338,10,1,B,Mexico
23,85395,2,8,A,Canada
23,35419,3,8,A,Canada
21,77378,2,6,C,Peru
64,58898,12,9,A,Mexico
33,85221,6,9,C,Argentina
20,75358,12,5,A,Peru
32,81496,9,8,B,Estados Unidos
63,55537,5,9,A,Estados Unidos
62,52249,14,8,C,Argentina
36,84904,7,9,B,Peru
64,82434,1,2,C,Argentina
48,40992,11,9,B,Argentina
58,78847,8,7,A,Peru
57,39044,5,9,B,Canada
28,64790,2,1,A,Argentina
59,63680,2,6,A,Canada
44,82004,11,5,C,Peru
64,34694,6,8,A,Peru
29,66361,11,7,A,Peru
21,76530,14,6,C,Mexico
49,69326,13,7,C,Urugay
43,76059,7,6,C,Mexico
64,40936,9,1,B,Urugay
24,42191,9,6,C,Estados Unidos
63,51767,3,1,C,Peru
35,67906,12,6,C,Canada
29,89024,1,7,B,Peru
40,88526,10,5,B,Argentina
33,63701,7,8,C,Estados Unidos
47,83339,7,5,A,Urugay
48,30309,14,3,C,Estados Unidos
46,51922,3,6,A,Peru
29,61907,10,1,B,Canada
47,46665,2,7,A,Urugay
46,74702,10,9,C,Canada
38,68946,3,5,C,Mexico
22,76223,6,5,A,Mexico
59,26798,8,4,B,Estados Unidos
62,72608,1,2,A,Peru
25,76491,3,2,B,Peru
44,74171,6,6,B,Canada
64,34303,13,5,B,Peru
23,78516,6,8,B,Argentina
21,88034,14,8,C,Peru
61,58737,6,1,C,Estados Unidos
59,92709,13,7,A,Urugay
52,46087,12,9,A,Mexico
45,47804,2,9,B,Peru
42,45907,1,3,B,Mexico
30,65025,1,9,A,Argentina
45,88182,11,1,B,Argentina
20,71287,2,3,C,Peru
48,82286,3,4,B,Urugay
29,44849,8,6,C,Estados Unidos
55,52068,7,2,B,Argentina
